title;artist;top genre;year;bpm;energy;danceability;valence;duration;acousticness;speechiness
Read Your Mind;Avant;contemporary r&b;2003;73;38;76;70;264;29;7
Silhouettes - Original Radio Edit;Avicii;edm;2012;128;80;61;84;212;16;5
Sound Of The Underground;Girls Aloud;dance pop;2003;164;87;57;88;221;0;4
Spinning Around;Kylie Minogue;australian dance;2000;120;66;76;63;208;29;5
Star Girl;McFly;boy band;2006;156;66;48;76;208;0;3
Starry Eyed;Ellie Goulding;indietronica;2010;150;81;50;60;177;14;4
Stutter (feat. Mystikal) - Double Take Remix;Joe;contemporary r&b;2000;90;76;77;68;213;5;12
Take Over Control (feat. Eva Simons) - Radio Edit;AFROJACK;big room;2012;130;81;72;61;209;22;11
Take Your Mama;Scissor Sisters;dance pop;2004;154;96;76;91;272;22;11
The Girl Is Mine;99 Souls;house;2016;119;94;68;71;217;0;4
Too Lost In You;Sugababes;dance pop;2003;98;71;59;46;238;5;3
Ass Like That;Eminem;detroit hip hop;2004;83;80;65;68;265;41;37
Clumsy;Fergie;dance pop;2006;184;56;73;45;240;19;13
Commander;Kelly Rowland;atl hip hop;2011;125;88;40;57;218;2;14
Damn! (feat. Lil' Jon) - Club Mix;Youngbloodz;atl hip hop;2003;84;72;77;52;299;1;31
Day 'N' Nite;Kid Cudi;hip hop;2009;130;74;78;97;162;14;6
Do You Know? (The Ping Pong Song);Enrique Iglesias;dance pop;2007;115;77;76;69;218;5;5
Do You Really Like It? - Radio Edit;DJ Pied Piper & The Masters Of Ceremonies;uk garage;2001;131;88;85;76;217;12;5
Freestyler;Bomfunk MC's;eurodance;2000;164;92;82;57;306;3;10
Girl;Destiny's Child;dance pop;2004;89;75;57;56;224;31;11
Hello;Martin Solveig;disco house;2011;128;93;67;46;281;3;3
Hey Porsche;Nelly;dance pop;2013;116;80;73;95;209;14;3
High ft. Nicole Millar;Peking Duk;aussietronica;2014;100;80;53;38;228;0;5
Hole In The Head;Sugababes;dance pop;2003;125;93;79;96;218;3;3
I Wish;Carl Thomas;contemporary r&b;2000;90;67;74;22;227;6;3
Let's Get Married;Jagged Edge;atl hip hop;2000;110;63;76;89;263;18;5
Little by Little;Oasis;beatlesque;2002;146;63;41;14;293;3;3
Most Girls;P!nk;dance pop;2000;98;73;74;69;299;4;3
No More (Baby I'ma Do Right);3LW;contemporary r&b;2000;89;72;72;76;263;10;6
Not a Bad Thing;Justin Timberlake;dance pop;2013;86;56;31;11;688;53;7
Nothin';N.O.R.E.;dirty south rap;2002;97;86;79;74;265;32;15
Options;NSG;afrobeats;2020;102;62;84;76;240;39;9
Point of View - Radio Edit;DB Boulevard;electronic;2018;129;72;68;28;231;0;3
Separated;Avant;contemporary r&b;2000;108;48;80;64;256;25;3
She Wants To Move;N.E.R.D;hip hop;2004;115;85;77;80;214;0;8
Soul Survivor;Jeezy;atl hip hop;2005;84;49;68;8;280;0;5
The Time Is Now;Moloko;electronica;2000;128;74;68;55;318;35;17
What'chu Like (feat. Tyrese);Da Brat;chicago rap;2000;100;68;88;82;221;2;24
What's It Gonna Be (feat. Platnum);"H ""two"" O";uk garage;2008;140;90;73;94;207;1;3
Beautiful People;Chris Brown;r&b;2019;128;78;42;54;226;7;16
Best I Ever Had;Drake;canadian hip hop;2010;162;89;43;61;259;10;33
Bromance - Avicii's Radio Edit;Tim Berg;edm;2010;126;80;68;4;219;20;4
Chariot;Gavin DeGraw;neo mellow;2004;167;78;28;34;239;4;5
Cookie Jar (feat. The-Dream);Gym Class Heroes;dance pop;2008;113;67;69;42;216;3;3
Don't Think I'm Not;Kandi;contemporary r&b;2000;134;62;86;43;244;7;4
Grillz;Nelly;dance pop;2005;83;50;87;84;271;4;24
He Can't Love U;Jagged Edge;atl hip hop;2000;126;84;72;51;244;11;21
Heart Attack;Trey Songz;dance pop;2012;150;86;61;48;233;6;13
I Love You;Faith Evans;contemporary r&b;2001;168;76;49;57;267;1;9
I'm Gonna Be Alright (feat. Nas);Jennifer Lopez;dance pop;2002;93;69;72;77;172;11;27
Juicy;Doja Cat;dance pop;2019;170;66;79;46;202;9;7
Love You Like A Love Song;Selena Gomez & The Scene;pop;2014;117;68;86;92;188;8;5
Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah;Swedish House Mafia;edm;2010;125;93;74;66;206;0;7
Miss You (with Major Lazer & Tory Lanez);Cashmere Cat;downtempo;2018;100;64;75;45;186;25;9
Pop Lock & Drop It - Video Edit;Huey;dirty south rap;2006;144;64;72;65;261;0;22
Romeo;Basement Jaxx;alternative dance;2001;127;84;70;84;217;1;5
Say Aah (feat. Fabolous);Trey Songz;dance pop;2009;93;87;72;81;208;0;11
Sunshine (feat. Anthony Hamilton);Twista;chicago rap;2004;99;89;93;82;226;26;29
We Come 1 - Radio Edit;Faithless;big beat;2015;136;90;65;61;222;0;4
A Woman's Worth;Alicia Keys;neo soul;2001;75;41;65;50;303;33;16
All I Do Is Win (feat. T-Pain & Ludacris & Snoop Dogg & Rick Ross);DJ Khaled;hip hop;2010;150;78;54;28;233;1;19
Chameleon;PNAU;alternative dance;2017;120;94;71;23;198;0;4
Cold as Ice;M.O.P.;east coast hip hop;2000;86;88;66;76;244;4;14
Collide;Howie Day;acoustic pop;2003;94;63;64;34;249;22;3
Dip It Low;Christina Milian;dance pop;2004;169;72;75;61;197;1;10
Dirt Off Your Shoulder;JAY-Z;east coast hip hop;2003;164;66;78;65;245;3;32
Gold;Kiiara;alt z;2015;113;41;60;41;226;62;34
History;Olivia Holt;alt z;2016;101;63;77;54;204;10;5
If It Ain't Love;Jason Derulo;dance pop;2016;129;84;50;78;203;5;32
Leave Right Now;Will Young;talent show;2003;82;45;64;38;215;14;4
Louder (feat. Sian Evans) - Radio Edit;DJ Fresh;dancefloor dnb;2012;140;93;31;49;207;2;5
Love Me Now;John Legend;neo soul;2016;123;77;42;72;210;57;9
MALAMENTE - Cap.1: Augurio;ROSALÍA;pop;2018;98;48;90;52;149;56;9
Move Bitch;Ludacris;atl hip hop;2002;178;75;78;19;272;25;13
One Call Away;Charlie Puth;pop;2015;91;62;67;45;192;42;4
Pass Out;Tinie Tempah;dance pop;2010;91;89;69;53;268;3;30
Post to Be (feat. Chris Brown & Jhene Aiko);Omarion;dance pop;2014;97;68;73;70;227;7;4
Proper Education - Radio Edit;Eric Prydz;edm;2007;125;94;54;32;199;0;5
Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster;Nelly;dance pop;2016;87;81;53;91;294;18;30
Soak Up The Sun;Sheryl Crow;lilith;2002;120;74;71;70;292;4;4
Some Cut;Trillville;atl hip hop;2004;85;52;90;66;283;0;37
Southern Hospitality (Featuring Pharrell);Ludacris;atl hip hop;2000;95;90;62;61;301;4;25
We Fly High;Jim Jones;gangster rap;2006;120;80;51;46;236;8;38
What Would You Do?;City High;dance;2015;96;78;74;83;175;24;24
Work;Iggy Azalea;australian hip hop;2014;140;80;70;49;223;6;14
1 2 Step (feat. Missy Elliott) - Main;Ciara;dance pop;2005;113;50;94;80;202;4;16
Bed Of Lies;Nicki Minaj;hip pop;2014;86;67;72;12;270;25;19
Don't Give Up;Chicane;trance;2016;132;72;64;53;211;0;4
Dry Your Eyes;The Streets;birmingham hip hop;2004;80;47;68;45;271;56;24
Full Moon;Brandy;contemporary r&b;2002;106;65;61;61;249;37;14
Heroes (we could be);Alesso;dance pop;2014;126;75;52;35;210;4;6
I Will Wait;Mumford & Sons;modern folk rock;2012;131;77;49;39;277;1;3
Karma;Alicia Keys;neo soul;2003;85;74;73;69;256;7;6
Luv U Better;LL COOL J;east coast hip hop;2002;95;81;67;71;287;24;24
Perfect Gentleman (feat. Hope);Wyclef Jean;rap kreyol;2000;136;80;83;53;250;19;31
Play;David Banner;conscious hip hop;2005;95;66;84;59;230;0;13
Push The Button;Sugababes;dance pop;2005;126;66;96;79;218;5;6
Ride Wit Me;Nelly;dance pop;2009;102;71;85;73;292;6;5
Signs;Snoop Dogg;g funk;2004;113;71;94;67;237;3;13
Starving;Hailee Steinfeld;pop;2023;100;61;67;50;182;41;10
Starz In Their Eyes;Just Jack;uk alternative pop;2006;124;80;67;66;296;0;7
The Fear;Lily Allen;dance pop;2009;134;85;66;52;207;42;4
The Mother We Share;CHVRCHES;indietronica;2013;174;72;46;33;191;4;3
The Whole World (feat. Killer Mike);Outkast;atl hip hop;2001;185;85;81;72;295;10;40
Trumpets;Jason Derulo;dance pop;2013;82;70;63;64;217;56;24
Who Says;Selena Gomez & The Scene;pop;2014;101;92;68;73;195;6;5
1 Thing;Amerie;contemporary r&b;2008;125;95;64;89;239;12;33
Bad Vibe;M.O;afroswing;2018;110;70;81;76;214;18;4
Break Up;Mario;dance pop;2009;74;52;44;48;249;43;36
Come to Me (feat. Nicole Scherzinger);Diddy;dance pop;2006;97;49;82;39;277;2;8
Cooler Than Me - Single Mix;Mike Posner;dance pop;2010;130;82;77;62;215;17;5
I'm In Control;AlunaGeorge;electropop;2016;104;84;73;71;209;36;3
Love Generation - Radio Edit;Bob Sinclar;disco house;2005;128;81;72;55;208;18;6
Lovers on the Sun (feat. Sam Martin);David Guetta;big room;2014;125;89;65;57;204;9;4
The Jump Off (feat. Mr. Cheeks) - Remix;Lil' Kim;dance pop;2003;105;75;85;94;235;18;34
White Flag;Dido;dance pop;2003;170;53;51;29;240;33;4
Wonderful World;James Morrison;neo mellow;2006;79;71;47;59;210;5;3
21 Seconds;So Solid Crew;grime;2001;137;64;61;82;303;2;24
4 My People (feat. Eve);Missy Elliott;dance pop;2001;121;70;97;91;289;14;16
Boom Boom Pow;Black Eyed Peas;dance pop;2011;130;86;87;40;251;13;7
Hot Boyz;Missy Elliott;dance pop;1998;81;45;73;53;215;34;29
L.I.F.E.G.O.E.S.O.N.;Noah And The Whale;stomp and holler;2011;82;75;61;60;227;21;4
Mama;Jonas Blue;pop;2017;104;79;74;55;182;9;4
Rain On Me;Ashanti;dance pop;2003;84;70;61;51;298;34;3
Runaway Love;Ludacris;atl hip hop;2006;93;72;41;82;281;33;28
Show Me Love;Jenil;pinoy edm;2021;126;94;66;28;191;41;12
Stole;Kelly Rowland;atl hip hop;2002;80;72;65;48;249;1;6
The Other Side;Jason Derulo;dance pop;2013;128;84;56;52;227;5;10
About You Now;Sugababes;dance pop;2007;82;70;58;59;212;0;4
Close;Nick Jonas;dance pop;2016;124;62;65;40;234;25;8
Fresh Eyes;Andy Grammer;neo mellow;2016;122;56;83;87;198;55;3
Girlfriend;*NSYNC;boy band;2001;94;81;75;86;254;9;9
Hands on the Wheel;Karley Scott Collins;country;2023;144;74;47;38;201;5;3
Livin' It Up;Ja Rule;dance pop;2001;106;77;87;64;257;6;32
Papercuts (feat. Vera Blue);Illy;australian hip hop;2016;192;62;37;47;256;16;25
Tired Of Being Sorry;Enrique Iglesias;dance pop;2007;120;72;71;62;241;6;3
Walk It Out;Unk;atl hip hop;2013;160;78;79;71;173;10;8
★;David Bowie;art rock;2016;98;53;36;12;598;21;3
Barbra Streisand - Radio Edit;Duck Sauce;disco house;2011;128;93;76;46;195;0;10
Big Yellow Taxi;Counting Crows;neo mellow;2003;88;87;67;83;225;0;5
Bossy;Kelis;dance pop;2006;84;63;91;78;274;0;19
Champion (feat. Chris Brown);Chip;grime;2011;190;93;42;52;237;8;24
Doesn't Really Matter;Janet Jackson;dance pop;2001;99;80;77;80;265;10;8
Faded;Tyga;hip hop;2012;95;67;83;34;207;1;19
Get Low;Lil Jon & The East Side Boyz;atl hip hop;2002;101;60;78;12;325;2;4
Like Toy Soldiers;Eminem;detroit hip hop;2004;79;77;52;40;297;2;36
Love;Musiq Soulchild;contemporary r&b;2000;100;39;61;33;305;36;4
Magic Stick;Lil' Kim;dance pop;2019;93;50;85;50;360;12;27
No Tomorrow;Orson;la indie;2006;124;62;66;74;167;1;7
Someone To Call My Lover;Janet Jackson;dance pop;2001;128;91;74;94;272;14;4
This Ain't a Love Song;Scouting For Girls;talent show;2017;177;91;46;55;211;0;5
Tubthumping;Chumbawamba;anarcho-punk;2008;208;94;39;62;234;9;18
Tunnel Vision;Kodak Black;florida drill;2017;172;49;50;23;268;6;29
Up Till Dawn (On The Move);Lucas & Steve;dutch house;2017;118;73;64;28;186;22;7
Wings;Birdy;neo mellow;2013;83;71;47;22;252;8;3
Without You (feat. Usher) - Radio Edit;David Guetta;big room;2011;128;64;61;49;208;15;3
All I Want - Sunship Radio Edit;Mis-Teeq;girl group;2004;134;92;80;96;207;37;8
Angel;Amanda Perez;hip pop;2003;144;54;64;35;219;51;5
Another Day in Paradise - R&B-Version;Brandy;contemporary r&b;2002;102;79;70;56;272;1;3
Buzzin Remix;Mann;east coast hip hop;2011;104;94;69;54;224;9;15
Eyes On You - Radio Mix;Jay Sean;dance pop;2004;97;67;80;62;190;8;8
Good Luck;Basement Jaxx;alternative dance;2003;154;97;57;31;282;7;17
Gotta Get Thru This - D'N'D Radio Edit;Daniel Bedingfield;europop;2002;134;76;84;94;162;8;6
Higher;Taio Cruz;dance pop;2010;128;91;53;54;188;3;8
I Like It;Sammie;hip pop;2000;130;66;83;85;251;1;6
Intoxicated - New Radio Mix;Martin Solveig;disco house;2015;125;68;80;55;160;1;4
Let's Get It Started - Spike Mix;Black Eyed Peas;dance pop;2004;105;80;79;80;218;12;13
Loca People - Radio Edit;Sak Noel;dance;2011;128;81;93;70;216;0;6
Splash Waterfalls;Ludacris;atl hip hop;2003;146;85;73;70;291;10;41
Stranger in My House;Tamia;canadian pop;2000;120;60;68;21;285;10;3
Sweet Dreams;Beyoncé;pop;2008;122;83;69;79;208;9;11
Uh Huh;B2K;boy band;2002;100;68;86;91;223;9;7
Bonkers;Dizzee Rascal;grime;2011;126;98;62;74;178;1;22
Down 4 U;Charli Baltimore;contemporary r&b;2002;83;59;64;52;318;25;32
Flowers - Sunship Edit;Sweet Female Attitude;2-step;2001;132;97;75;92;230;38;11
Gone;*NSYNC;boy band;2001;114;40;70;50;292;42;6
1950;King Princess;alt z;2018;72;54;60;27;225;65;11
If There's Any Justice;Lemar;british soul;2004;90;67;71;64;229;1;5
Nu Flow;Big Brovaz;uk garage;2001;148;73;78;78;201;9;11
Riverside;Sidney Samson;dutch house;2009;126;98;80;24;320;0;4
Thunder in My Heart Again (Radio Edit);Meck;mellow gold;2005;129;92;68;81;190;0;3
All Night (feat. Ally Brooke);AFROJACK;big room;2020;124;88;59;64;166;12;7
Bad (feat. Vassy) - Radio Edit;David Guetta;big room;2014;128;97;61;41;171;0;9
Catch & Release - Deepend Remix Extended Version;Matt Simons;neo-singer-songwriter;2015;105;53;85;20;270;24;6
My Love Is Like...Wo;Mýa;contemporary r&b;2003;133;70;83;72;210;19;11
Sweet Lovin' - Radio Edit;Sigala;dance pop;2019;125;88;68;68;202;5;5
Whistle;Hoodie Forester;hip-hop;2020;95;75;62;49;125;6;4
Can't Believe It (feat. Lil' Wayne);T-Pain;dance pop;2008;90;52;65;8;274;0;5
Check On It (feat. Slim Thug);Beyoncé;pop;2006;166;89;70;88;211;8;22
COLD WAR;NSB;alternative;2023;161;72;54;60;162;2;5
Heartbreaker;will.i.am;dance pop;2007;120;55;79;45;328;4;7
One;Swedish House Mafia;edm;2010;125;73;89;21;351;0;8
What About Us?;Brandy;contemporary r&b;2002;93;70;69;75;253;26;22
Gotta Tell You;Samantha Mumba;bubblegum dance;2018;110;63;73;77;202;19;3
Kill Me Quick;André Aires;pop;2023;76;32;46;22;246;68;2
No Air (feat. Chris Brown);Jordin Sparks;dance pop;2008;160;76;47;33;264;5;20
Slow Motion;Trey Songz;dance pop;2015;95;41;73;29;198;68;4
Be Here;Sweet Imperfections;alternative;2023;130;29;39;25;251;23;3
Just A Little;Liberty X;europop;2019;104;61;79;74;237;1;6
Where'd You Go (feat. Holly Brook & Jonah Matranga);Fort Minor;rap rock;2005;180;82;68;25;232;26;24
Control Myself;LL COOL J;east coast hip hop;2006;120;88;83;48;234;1;21
Sweet Disposition;The Temper Trap;indietronica;2009;129;81;54;31;234;8;4
Turnin Me On - Original Dirty;Keri Hilson;dance pop;2008;160;58;66;9;248;0;6
With Every Heartbeat;Robyn;dance pop;2005;121;88;50;41;253;1;4
Another Chance;Roger Sanchez;disco house;2006;128;81;63;37;422;0;3
Give It Right Back;Danyka;r&b/soul;2023;152;78;73;71;146;42;4
Loverboy;Mariah Carey;dance pop;2001;103;79;72;82;229;18;12
Scar;Missy Higgins;australian pop;2004;92;79;66;82;214;37;5
Cape Cabo;Player1;pop;2022;180;73;72;83;174;34;28
Get It Poppin' (feat. Nelly) - Radio Version;Fat Joe;bronx hip hop;2005;101;55;91;52;211;6;37
Parent Trap (feat. Justin Timberlake);Jack Harlow;deep underground hip hop;2022;92;52;88;42;190;28;12
Crazy;K-Ci & JoJo;contemporary r&b;2019;116;64;68;48;263;8;3
Gangnam Style / 2 Legit 2 Quit Mashup;PSY;k-rap;2012;132;92;75;83;238;1;27
My Tribe;Blessing Offor;r&b/soul;2023;120;74;89;96;184;8;12
Read All About It;Professor Green;grime;2011;101;75;66;45;236;34;4
Caramel;City High;pop;2009;93;61;81;30;209;34;32
If I Could Go! (feat. Lil' Mo & Sacario);Angie Martinez;hip pop;2019;196;64;58;70;244;17;36
It's Not Me It's You;Emily Hearn;indiecoustica;2023;108;54;62;21;177;3;3
Up The Score;Trill Ryan;viral rap;2023;97;31;83;18;161;38;4
Wasting My Time;Default;alternative metal;2001;148;77;44;17;269;0;3
Everybody in Love;JLS;boy band;2013;140;78;71;66;196;7;3
If Momma Only Knew;Leah Justine;country;2020;172;84;50;49;191;13;9
King;Years & Years;gauze pop;2020;120;84;56;45;215;6;4
Lips Of An Angel;Hinder;alternative metal;2019;129;74;47;24;261;2;3
Anti-Social;Kameechi;hip-hop;2023;170;72;77;31;124;9;32
Fake It;Seether;alternative metal;2007;132;95;61;61;194;0;5
Personal;Maeesha b;pop;2023;200;39;64;50;182;42;6
Under the Bridge;Project North;alternative rock;2019;155;54;48;28;248;48;3
Bounce With Me (feat. Xscape) - Edited Album Version;Bow Wow;dance pop;2000;72;75;85;93;176;43;17
Switch;Will Smith;hip hop;2020;103;90;87;48;198;1;18
Immortal love;London;electronic;2022;108;54;82;49;164;11;4
Like You Mean It;No Work On Monday;pop;2023;104;60;68;53;155;15;5
Animal;Dom Devino;azonto;2022;91;73;88;67;185;14;22
Fly with Me;DaFOO;dubstep;2023;140;70;54;27;174;0;6
Undisputed;Maithili Raelle;pop;2023;148;55;74;46;185;61;18
The Selfish Gene;Marlon Percy;pop;2022;120;41;68;8;150;20;4
Gravity;Molly Warburton;uk pop;2023;184;61;55;22;207;22;8
Love Don't Let Me Go;David Guetta;big room;2002;127;82;59;46;218;0;5
I thought you were different;Hunter Mouallem;pop;2022;160;77;56;48;183;11;10
Rainy Dayz;Mary J. Blige;dance pop;2001;69;67;41;53;276;20;23
What if;Lukx;rap francais nouvelle vague;2023;140;57;83;95;195;20;5
Funky Man;Charlie Mat;pop;2023;115;79;70;63;148;1;6
One More Hero;Ekat Bork;alternative;2022;194;72;35;21;229;1;9
TRAFFIC;Marcello Spooks;hip-hop;2023;107;69;60;37;190;38;21
Save Your Heart First;KTEE;pop;2023;150;84;57;53;177;7;20
Emotions;Mila Nabours;alternative;2023;98;59;71;30;211;10;8
Fall;Havens;alternative;2018;130;91;51;58;197;0;10
Lost Souls;KJ Hand;indie;2022;127;35;32;18;227;78;3
Up to Something;Preston TO;pop;2023;150;68;59;41;194;82;6
NOT AFRAID;Kodiro;hip-hop;2022;80;54;71;43;180;5;3
Pop Ya Collar - Radio Edit;Usher;atl hip hop;2016;107;80;89;87;211;9;9
Lead You Afar;Jordan Cabo Smith;afrobeats;2023;91;80;50;83;227;14;20
Katara;Thimo Konings;dance;2023;145;91;76;80;321;0;5
Como Saber;Marta Delas;dance;2023;128;87;65;80;180;1;3
Southbound;Beach Blvd;rock;2023;140;88;60;49;228;19;4
Dance with Somebody - Radio Version;Mando Diao;dalarna indie;2009;150;90;55;51;241;0;9
Flow;Desire Machines;indie;2022;100;87;60;74;255;0;5
Scared of the Dark;Everything Brighter;pop;2023;120;80;65;61;179;0;6
Sorry;LEADR;tropical house;2023;95;64;66;40;174;0;6
